epoch,loss,lr,out_class_accuracy,out_class_loss,out_reg_MAE,out_reg_loss,val_loss,val_out_class_accuracy,val_out_class_loss,val_out_reg_MAE,val_out_reg_loss
0,1475.0433349609375,0.001,0.8742200136184692,1.0588338375091553,1157.3916015625,1157.3916015625,234.604736328125,0.9202398657798767,0.19908395409584045,174.87957763671875,174.87957763671875
1,199.86767578125,0.001,0.9394371509552002,0.2706857919692993,118.66199493408203,118.66199493408203,142.32286071777344,0.9603685140609741,0.18017463386058807,88.27044677734375,88.27044677734375
2,406.4989318847656,0.001,0.904526948928833,0.6687660217285156,205.86923217773438,205.86923217773438,185.3824462890625,0.9553232192993164,0.12840339541435242,146.86151123046875,146.86151123046875
3,201.55287170410156,0.001,0.9365526437759399,0.2589946985244751,123.85462188720703,123.85462188720703,180.30381774902344,0.9537803530693054,0.1287674903869629,141.6736297607422,141.6736297607422
4,142.40390014648438,0.001,0.9516194462776184,0.16340510547161102,93.38245391845703,93.38245391845703,103.07923126220703,0.9664960503578186,0.14241600036621094,60.35447311401367,60.35447311401367
